"","Date_time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"28",2007-02-01 00:27:00,0.226,0,243.11,1,0,0,0
"29",2007-02-01 00:28:00,0.226,0,243.09,1,0,0,0
"30",2007-02-01 00:29:00,0.226,0,243.05,1,0,0,0
"31",2007-02-01 00:30:00,0.226,0,243.22,1,0,0,0
"32",2007-02-01 00:31:00,0.226,0,243.37,1,0,0,0
"33",2007-02-01 00:32:00,0.226,0,243.14,1,0,0,0
"34",2007-02-01 00:33:00,0.226,0,243.12,1,0,0,0
"35",2007-02-01 00:34:00,0.322,0.094,242.74,1.4,0,0,0
"36",2007-02-01 00:35:00,0.336,0.126,242.59,1.4,0,0,0
"37",2007-02-01 00:36:00,0.332,0.126,242.91,1.4,0,0,0
"38",2007-02-01 00:37:00,0.332,0.13,243.51,1.4,0,0,0
"39",2007-02-01 00:38:00,0.33,0.13,243.65,1.4,0,0,0
"40",2007-02-01 00:39:00,0.328,0.128,243.37,1.4,0,0,0
"41",2007-02-01 00:40:00,0.328,0.13,243.79,1.4,0,0,0
"42",2007-02-01 00:41:00,0.326,0.128,243.23,1.4,0,0,0
"43",2007-02-01 00:42:00,0.324,0.126,242.98,1.4,0,0,0
"44",2007-02-01 00:43:00,0.322,0.126,242.95,1.4,0,0,0
"45",2007-02-01 00:44:00,0.322,0.124,242.6,1.4,0,0,0
"46",2007-02-01 00:45:00,0.322,0.128,243.33,1.4,0,0,0
"47",2007-02-01 00:46:00,0.318,0.118,241.32,1.4,0,0,0
"48",2007-02-01 00:47:00,0.316,0.116,240.93,1.4,0,0,0
"49",2007-02-01 00:48:00,0.316,0.116,240.93,1.4,0,0,0
"50",2007-02-01 00:49:00,0.274,0.058,240.36,1.2,0,0,0
"51",2007-02-01 00:50:00,0.222,0,240.93,1,0,0,0
"52",2007-02-01 00:51:00,0.222,0,240.83,1,0,0,0
"53",2007-02-01 00:52:00,0.222,0,240.52,1,0,0,0
"54",2007-02-01 00:53:00,0.224,0,241.45,1,0,0,0
"55",2007-02-01 00:54:00,0.224,0,241.59,1,0,0,0
"56",2007-02-01 00:55:00,0.226,0,242.55,1,0,0,0
"57",2007-02-01 00:56:00,0.226,0,242.88,1,0,0,0
"58",2007-02-01 00:57:00,0.226,0,242.63,1,0,0,0
"59",2007-02-01 00:58:00,0.224,0,242.2,1,0,0,0
"60",2007-02-01 00:59:00,0.224,0,241.84,1,0,0,0
"61",2007-02-01 01:00:00,0.222,0,240.89,1,0,0,0
"62",2007-02-01 01:01:00,0.222,0,240.86,1,0,0,0
"63",2007-02-01 01:02:00,0.26,0,240.64,1.2,0,0,0
"64",2007-02-01 01:03:00,0.298,0.088,240.72,1.2,0,0,0
"65",2007-02-01 01:04:00,0.302,0.094,242.18,1.2,0,0,0
"66",2007-02-01 01:05:00,0.302,0.096,242.66,1.2,0,0,0
"67",2007-02-01 01:06:00,0.302,0.096,242.77,1.2,0,0,0
"68",2007-02-01 01:07:00,0.3,0.096,242.6,1.2,0,0,0
"69",2007-02-01 01:08:00,0.298,0.094,242.38,1.2,0,0,0
"70",2007-02-01 01:09:00,0.298,0.094,242.21,1.2,0,0,0
"71",2007-02-01 01:10:00,0.296,0.096,242.61,1.2,0,0,0
"72",2007-02-01 01:11:00,0.296,0.094,242.24,1.2,0,0,0
"73",2007-02-01 01:12:00,0.258,0,242.66,1,0,0,0
"74",2007-02-01 01:13:00,0.226,0,242.99,1,0,0,0
"75",2007-02-01 01:14:00,0.228,0,243.53,1,0,0,0
"76",2007-02-01 01:15:00,0.316,0.088,243.12,1.4,0,0,0
"77",2007-02-01 01:16:00,0.434,0.252,242.83,2.2,0,0,0
"78",2007-02-01 01:17:00,0.418,0.254,243.08,2,0,2,0
"79",2007-02-01 01:18:00,0.414,0.254,243.35,2,0,1,0
"80",2007-02-01 01:19:00,0.412,0.252,242.71,2,0,1,0
"81",2007-02-01 01:20:00,0.41,0.246,241.63,2,0,2,0
"82",2007-02-01 01:21:00,0.408,0.246,241.86,2,0,1,0
"83",2007-02-01 01:22:00,0.408,0.248,242.17,2,0,2,0
"84",2007-02-01 01:23:00,0.404,0.244,241.7,2,0,1,0
"85",2007-02-01 01:24:00,0.402,0.242,241.14,1.8,0,1,0
"86",2007-02-01 01:25:00,0.402,0.244,241.41,1.8,0,2,0
"87",2007-02-01 01:26:00,0.402,0.246,241.95,1.8,0,1,0
"88",2007-02-01 01:27:00,0.402,0.248,242.36,1.8,0,2,0
"89",2007-02-01 01:28:00,0.402,0.25,242.6,1.8,0,1,0
"90",2007-02-01 01:29:00,0.398,0.246,242.11,1.8,0,1,0
"91",2007-02-01 01:30:00,0.336,0.156,241.88,1.6,0,2,0
"92",2007-02-01 01:31:00,0.3,0.104,240.78,1.2,0,1,0
"93",2007-02-01 01:32:00,0.3,0.104,240.68,1.2,0,1,0
"94",2007-02-01 01:33:00,0.3,0.106,240.87,1.2,0,2,0
"95",2007-02-01 01:34:00,0.298,0.106,241,1.2,0,1,0
"96",2007-02-01 01:35:00,0.298,0.106,240.97,1.2,0,1,0
"97",2007-02-01 01:36:00,0.298,0.106,241.09,1.2,0,1,0
"98",2007-02-01 01:37:00,0.298,0.106,241.1,1.2,0,2,0
"99",2007-02-01 01:38:00,0.298,0.106,241.21,1.2,0,1,0
"100",2007-02-01 01:39:00,0.296,0.106,241.27,1.2,0,1,0
"101",2007-02-01 01:40:00,0.296,0.108,241.4,1.2,0,1,0
"102",2007-02-01 01:41:00,0.296,0.108,241.61,1.2,0,1,0
"103",2007-02-01 01:42:00,0.296,0.106,241.37,1.2,0,2,0
"104",2007-02-01 01:43:00,0.294,0.106,240.99,1.2,0,1,0
"105",2007-02-01 01:44:00,0.294,0.106,241.27,1.2,0,1,0
"106",2007-02-01 01:45:00,0.242,0,241.26,1,0,0,0
"107",2007-02-01 01:46:00,0.224,0,241.76,1,0,0,0
"108",2007-02-01 01:47:00,0.224,0,242.38,1,0,0,0
"109",2007-02-01 01:48:00,0.224,0,242.15,1,0,0,0
"110",2007-02-01 01:49:00,0.288,0.05,241.69,1.4,0,0,0
"111",2007-02-01 01:50:00,0.298,0.088,241.02,1.2,0,0,0
"112",2007-02-01 01:51:00,0.298,0.088,240.75,1.2,0,0,0
"113",2007-02-01 01:52:00,0.298,0.088,241.06,1.2,0,0,0
"114",2007-02-01 01:53:00,0.3,0.09,241.57,1.2,0,0,0
"115",2007-02-01 01:54:00,0.3,0.094,242.29,1.2,0,0,0
"116",2007-02-01 01:55:00,0.3,0.096,242.77,1.2,0,0,0
"117",2007-02-01 01:56:00,0.386,0.19,242.48,1.8,0,0,0
"118",2007-02-01 01:57:00,0.406,0.228,242.24,1.8,0,0,0
"119",2007-02-01 01:58:00,0.398,0.222,242.11,1.8,0,0,0
"120",2007-02-01 01:59:00,0.326,0.116,240.55,1.4,0,0,0
"121",2007-02-01 02:00:00,0.324,0.116,240.33,1.4,0,0,0
"122",2007-02-01 02:01:00,0.328,0.126,242.57,1.4,0,0,0
"123",2007-02-01 02:02:00,0.328,0.13,243.12,1.4,0,0,0
"124",2007-02-01 02:03:00,0.326,0.128,243.05,1.4,0,0,0
"125",2007-02-01 02:04:00,0.324,0.128,243.09,1.4,0,0,0
"126",2007-02-01 02:05:00,0.322,0.124,242.07,1.4,0,0,0
"127",2007-02-01 02:06:00,0.322,0.124,242.21,1.4,0,0,0
"128",2007-02-01 02:07:00,0.322,0.126,242.47,1.4,0,0,0
"129",2007-02-01 02:08:00,0.322,0.126,242.57,1.4,0,0,0
"130",2007-02-01 02:09:00,0.322,0.128,243.08,1.4,0,0,0
"131",2007-02-01 02:10:00,0.322,0.13,243.28,1.4,0,0,0
"132",2007-02-01 02:11:00,0.242,0,243.52,1,0,0,0
"133",2007-02-01 02:12:00,0.228,0,244.09,1,0,0,0
"134",2007-02-01 02:13:00,0.228,0,244.02,1,0,0,0
"135",2007-02-01 02:14:00,0.228,0,244.02,1,0,0,0
"136",2007-02-01 02:15:00,0.226,0,243.25,1,0,0,0
"137",2007-02-01 02:16:00,0.226,0,243.06,1,0,0,0
"138",2007-02-01 02:17:00,0.228,0,243.38,1,0,0,0
"139",2007-02-01 02:18:00,0.228,0,243.91,1,0,0,0
"140",2007-02-01 02:19:00,0.228,0,243.93,1,0,0,0
"141",2007-02-01 02:20:00,0.228,0,243.55,1,0,0,0
"142",2007-02-01 02:21:00,0.228,0,243.45,1,0,0,0
"143",2007-02-01 02:22:00,0.226,0,242.42,1,0,0,0
"144",2007-02-01 02:23:00,0.226,0,243.14,1,0,0,0
"145",2007-02-01 02:24:00,0.228,0,243.37,1,0,0,0
"146",2007-02-01 02:25:00,0.228,0,243.53,1,0,0,0
"147",2007-02-01 02:26:00,0.226,0,243.22,1,0,0,0
"148",2007-02-01 02:27:00,0.228,0,243.57,1,0,0,0
"149",2007-02-01 02:28:00,0.228,0,243.76,1,0,0,0
"150",2007-02-01 02:29:00,0.226,0,243.36,1,0,0,0
"151",2007-02-01 02:30:00,0.226,0,243.17,1,0,0,0
"152",2007-02-01 02:31:00,0.228,0,243.58,1,0,0,0
"153",2007-02-01 02:32:00,0.228,0,244.1,1,0,0,0
"154",2007-02-01 02:33:00,0.23,0,244.55,1,0,0,0
"155",2007-02-01 02:34:00,0.23,0,244.98,1,0,0,0
"156",2007-02-01 02:35:00,0.228,0,244.36,1,0,0,0
"157",2007-02-01 02:36:00,0.292,0.06,244.42,1.4,0,0,0
"158",2007-02-01 02:37:00,0.388,0.19,243.85,1.8,0,0,0
"159",2007-02-01 02:38:00,0.416,0.238,243.83,2,0,0,0
"160",2007-02-01 02:39:00,0.416,0.244,243.73,2,0,0,0
"161",2007-02-01 02:40:00,0.436,0.276,244.66,2,0,0,0
"162",2007-02-01 02:41:00,0.436,0.28,245.02,2,0,0,0
"163",2007-02-01 02:42:00,0.432,0.28,245.06,2,0,0,0
"164",2007-02-01 02:43:00,0.426,0.272,244.04,2,0,0,0
"165",2007-02-01 02:44:00,0.424,0.27,243.58,2,0,0,0
"166",2007-02-01 02:45:00,0.42,0.268,243.42,2,0,0,0
"167",2007-02-01 02:46:00,0.35,0.16,243.19,1.6,0,0,0
"168",2007-02-01 02:47:00,0.35,0.164,243.9,1.6,0,0,0
"169",2007-02-01 02:48:00,0.348,0.162,243.6,1.6,0,0,0
"170",2007-02-01 02:49:00,0.346,0.16,243.04,1.6,0,0,0
"171",2007-02-01 02:50:00,0.346,0.162,243.44,1.6,0,0,0
"172",2007-02-01 02:51:00,0.346,0.162,243.35,1.6,0,0,0
"173",2007-02-01 02:52:00,0.256,0,243.34,1,0,0,0
"174",2007-02-01 02:53:00,0.252,0,243.21,1,0,0,0
"175",2007-02-01 02:54:00,0.252,0,242.96,1,0,0,0
"176",2007-02-01 02:55:00,0.252,0,243.33,1,0,0,0
"177",2007-02-01 02:56:00,0.252,0,243.16,1,0,0,0
"178",2007-02-01 02:57:00,0.25,0,242.77,1,0,0,0
"179",2007-02-01 02:58:00,0.252,0,243.36,1,0,0,0
"180",2007-02-01 02:59:00,0.252,0,243.38,1,0,0,0
"181",2007-02-01 03:00:00,0.252,0,243.5,1,0,0,0
"182",2007-02-01 03:01:00,0.252,0,243.57,1,0,0,0
"183",2007-02-01 03:02:00,0.254,0,244.24,1,0,0,0
"184",2007-02-01 03:03:00,0.254,0,244.22,1,0,0,0
"185",2007-02-01 03:04:00,0.254,0,243.99,1,0,0,0
"186",2007-02-01 03:05:00,0.252,0,243.44,1,0,0,0
"187",2007-02-01 03:06:00,0.252,0,243.4,1,0,0,0
"188",2007-02-01 03:07:00,0.252,0,243.49,1,0,0,0
"189",2007-02-01 03:08:00,0.252,0,243.55,1,0,0,0
"190",2007-02-01 03:09:00,0.252,0,243.19,1,0,0,0
"191",2007-02-01 03:10:00,0.254,0,243.74,1,0,0,0
"192",2007-02-01 03:11:00,0.254,0,244.11,1,0,0,0
"193",2007-02-01 03:12:00,0.25,0,242.84,1,0,0,0
"194",2007-02-01 03:13:00,0.25,0,242.81,1,0,0,0
"195",2007-02-01 03:14:00,0.25,0,242.48,1,0,0,0
"196",2007-02-01 03:15:00,0.25,0,242.5,1,0,0,0
"197",2007-02-01 03:16:00,0.25,0,242.76,1,0,0,0
"198",2007-02-01 03:17:00,0.25,0,242.92,1,0,0,0
"199",2007-02-01 03:18:00,0.368,0.15,242.49,1.6,0,0,0
"200",2007-02-01 03:19:00,0.36,0.158,242.86,1.6,0,0,0
"201",2007-02-01 03:20:00,0.358,0.162,243.33,1.6,0,0,0
"202",2007-02-01 03:21:00,0.358,0.162,243.53,1.6,0,0,0
"203",2007-02-01 03:22:00,0.356,0.162,243.44,1.6,0,0,0
"204",2007-02-01 03:23:00,0.386,0.184,243.53,1.8,0,0,0
"205",2007-02-01 03:24:00,0.406,0.234,243,1.8,0,0,0
"206",2007-02-01 03:25:00,0.404,0.238,243.8,1.8,0,0,0
"207",2007-02-01 03:26:00,0.402,0.236,243.5,1.8,0,0,0
"208",2007-02-01 03:27:00,0.4,0.234,243.13,1.8,0,0,0
"209",2007-02-01 03:28:00,0.4,0.234,243.34,1.8,0,0,0
"210",2007-02-01 03:29:00,0.398,0.236,243.51,1.8,0,0,0
"211",2007-02-01 03:30:00,0.396,0.238,243.86,1.8,0,0,0
"212",2007-02-01 03:31:00,0.392,0.234,243.03,1.8,0,0,0
"213",2007-02-01 03:32:00,0.346,0.166,242.99,1.6,0,0,0
"214",2007-02-01 03:33:00,0.258,0,243.12,1,0,0,0
"215",2007-02-01 03:34:00,0.224,0,242.06,1,0,0,0
"216",2007-02-01 03:35:00,0.224,0,241.77,1,0,0,0
"217",2007-02-01 03:36:00,0.226,0,242.34,1,0,0,0
"218",2007-02-01 03:37:00,0.228,0,243.26,1,0,0,0
"219",2007-02-01 03:38:00,0.228,0,243.71,1,0,0,0
"220",2007-02-01 03:39:00,0.23,0,244.83,1,0,0,0
"221",2007-02-01 03:40:00,0.23,0,244.69,1,0,0,0
"222",2007-02-01 03:41:00,0.23,0,244.55,1,0,0,0
"223",2007-02-01 03:42:00,0.23,0,244.38,1,0,0,0
"224",2007-02-01 03:43:00,0.23,0,244.4,1,0,0,0
"225",2007-02-01 03:44:00,0.228,0,244.16,1,0,0,0
"226",2007-02-01 03:45:00,0.268,0,244.21,1.4,0,0,0
"227",2007-02-01 03:46:00,0.312,0.12,244.13,1.4,0,1,0
"228",2007-02-01 03:47:00,0.312,0.12,244.22,1.4,0,1,0
"229",2007-02-01 03:48:00,0.312,0.118,243.96,1.4,0,2,0
"230",2007-02-01 03:49:00,0.312,0.116,243.48,1.4,0,1,0
"231",2007-02-01 03:50:00,0.312,0.118,243.84,1.4,0,2,0
"232",2007-02-01 03:51:00,0.314,0.12,243.92,1.4,0,1,0
"233",2007-02-01 03:52:00,0.314,0.122,244.5,1.4,0,1,0
"234",2007-02-01 03:53:00,0.314,0.122,244.6,1.4,0,2,0
"235",2007-02-01 03:54:00,0.314,0.122,244.56,1.4,0,1,0
"236",2007-02-01 03:55:00,0.312,0.12,243.91,1.4,0,2,0
"237",2007-02-01 03:56:00,0.31,0.116,243.55,1.4,0,1,0
"238",2007-02-01 03:57:00,0.31,0.116,243.58,1.4,0,1,0
"239",2007-02-01 03:58:00,0.308,0.112,242.74,1.4,0,2,0
"240",2007-02-01 03:59:00,0.412,0.228,242.72,2,0,1,0
"241",2007-02-01 04:00:00,0.416,0.25,242.71,2,0,1,0
"242",2007-02-01 04:01:00,0.41,0.248,242.32,2,0,2,0
"243",2007-02-01 04:02:00,0.408,0.248,242.36,2,0,1,0
"244",2007-02-01 04:03:00,0.406,0.246,242.12,2,0,1,0
"245",2007-02-01 04:04:00,0.404,0.248,242.18,2,0,2,0
"246",2007-02-01 04:05:00,0.402,0.248,242.22,1.8,0,1,0
"247",2007-02-01 04:06:00,0.4,0.246,241.98,1.8,0,1,0
"248",2007-02-01 04:07:00,0.398,0.246,242.09,1.8,0,1,0
"249",2007-02-01 04:08:00,0.396,0.246,241.92,1.8,0,1,0
"250",2007-02-01 04:09:00,0.396,0.25,242.61,1.8,0,2,0
"251",2007-02-01 04:10:00,0.396,0.252,242.99,1.8,0,1,0
"252",2007-02-01 04:11:00,0.432,0.28,243.06,2.2,0,1,0
"253",2007-02-01 04:12:00,0.47,0.358,242.94,2.4,0,1,0
"254",2007-02-01 04:13:00,0.428,0.296,243.07,2.2,0,2,0
"255",2007-02-01 04:14:00,0.348,0.17,242.85,1.6,0,0,0
"256",2007-02-01 04:15:00,0.304,0.094,242.73,1.2,0,0,0
"257",2007-02-01 04:16:00,0.302,0.094,242.65,1.2,0,0,0
"258",2007-02-01 04:17:00,0.302,0.096,243.08,1.2,0,0,0
"259",2007-02-01 04:18:00,0.3,0.1,243.6,1.2,0,0,0
"260",2007-02-01 04:19:00,0.298,0.096,243.05,1.2,0,0,0
"261",2007-02-01 04:20:00,0.292,0.086,243.38,1.2,0,0,0
"262",2007-02-01 04:21:00,0.228,0,243.82,1,0,0,0
"263",2007-02-01 04:22:00,0.228,0,243.73,1,0,0,0
"264",2007-02-01 04:23:00,0.23,0,244.26,1,0,0,0
"265",2007-02-01 04:24:00,0.23,0,244.98,1,0,0,0
"266",2007-02-01 04:25:00,0.23,0,244.95,1,0,0,0
"267",2007-02-01 04:26:00,0.234,0,244.3,1,0,0,0
"268",2007-02-01 04:27:00,0.25,0,243.73,1,0,0,0
"269",2007-02-01 04:28:00,0.25,0,243.23,1,0,0,0
"270",2007-02-01 04:29:00,0.226,0,242.83,1,0,0,0
"271",2007-02-01 04:30:00,0.226,0,242.75,1,0,0,0
"272",2007-02-01 04:31:00,0.226,0,243,1,0,0,0
"273",2007-02-01 04:32:00,0.228,0,243.3,1,0,0,0
"274",2007-02-01 04:33:00,0.228,0,243.4,1,0,0,0
"275",2007-02-01 04:34:00,0.226,0,242.69,1,0,0,0
"276",2007-02-01 04:35:00,0.226,0,242.31,1,0,0,0
"277",2007-02-01 04:36:00,0.224,0,242.16,1,0,0,0
"278",2007-02-01 04:37:00,0.224,0,242.13,1,0,0,0
"279",2007-02-01 04:38:00,0.224,0,242.02,1,0,0,0
"280",2007-02-01 04:39:00,0.226,0,242.49,1,0,0,0
"281",2007-02-01 04:40:00,0.32,0.09,243.16,1.4,0,0,0
"282",2007-02-01 04:41:00,0.338,0.128,243.11,1.4,0,0,0
"283",2007-02-01 04:42:00,0.332,0.122,242.15,1.4,0,0,0
"284",2007-02-01 04:43:00,0.33,0.124,242.26,1.4,0,0,0
"285",2007-02-01 04:44:00,0.328,0.124,242.18,1.4,0,0,0
"286",2007-02-01 04:45:00,0.326,0.122,242.01,1.4,0,0,0
"287",2007-02-01 04:46:00,0.326,0.122,242.01,1.4,0,0,0
"288",2007-02-01 04:47:00,0.324,0.12,241.67,1.4,0,0,0
"289",2007-02-01 04:48:00,0.322,0.12,241.5,1.4,0,0,0
"290",2007-02-01 04:49:00,0.32,0.12,241.37,1.4,0,0,0
"291",2007-02-01 04:50:00,0.32,0.122,241.78,1.4,0,0,0
"292",2007-02-01 04:51:00,0.32,0.124,242.27,1.4,0,0,0
"293",2007-02-01 04:52:00,0.32,0.12,241.88,1.4,0,0,0
"294",2007-02-01 04:53:00,0.318,0.12,241.81,1.4,0,0,0
"295",2007-02-01 04:54:00,0.27,0.052,241.92,1.2,0,0,0
"296",2007-02-01 04:55:00,0.224,0,241.68,1,0,0,0
"297",2007-02-01 04:56:00,0.224,0,241.38,1,0,0,0
"298",2007-02-01 04:57:00,0.222,0,240.58,1,0,0,0
"299",2007-02-01 04:58:00,0.222,0,240.81,1,0,0,0
"300",2007-02-01 04:59:00,0.288,0.048,241.04,1.4,0,0,0
"301",2007-02-01 05:00:00,0.3,0.09,241.54,1.2,0,0,0
"302",2007-02-01 05:01:00,0.3,0.088,241.42,1.2,0,0,0
"303",2007-02-01 05:02:00,0.3,0.088,241.45,1.2,0,0,0
"304",2007-02-01 05:03:00,0.298,0.086,240.86,1.2,0,0,0
"305",2007-02-01 05:04:00,0.294,0.084,239.84,1.2,0,0,0
"306",2007-02-01 05:05:00,0.294,0.082,239.5,1.2,0,0,0
"307",2007-02-01 05:06:00,0.292,0.082,239.82,1.2,0,0,0
"308",2007-02-01 05:07:00,0.292,0.082,239.82,1.2,0,0,0
"309",2007-02-01 05:08:00,0.248,0,240.78,1,0,0,0
"310",2007-02-01 05:09:00,0.222,0,240.92,1,0,0,0
"311",2007-02-01 05:10:00,0.222,0,240.74,1,0,0,0
"312",2007-02-01 05:11:00,0.222,0,241.15,1,0,0,0
"313",2007-02-01 05:12:00,0.224,0,241.37,1,0,0,0
"314",2007-02-01 05:13:00,0.224,0,241.71,1,0,0,0
"315",2007-02-01 05:14:00,0.226,0,242.68,1,0,0,0
"316",2007-02-01 05:15:00,0.226,0,243.11,1,0,0,0
"317",2007-02-01 05:16:00,0.226,0,243.06,1,0,0,0
"318",2007-02-01 05:17:00,0.226,0,243.01,1,0,0,0
"319",2007-02-01 05:18:00,0.226,0,242.77,1,0,0,0
"320",2007-02-01 05:19:00,0.224,0,241.51,1,0,0,0
"321",2007-02-01 05:20:00,0.224,0,241.42,1,0,0,0
"322",2007-02-01 05:21:00,0.3,0.062,240.77,1.4,0,0,0
"323",2007-02-01 05:22:00,0.334,0.116,240.81,1.4,0,0,0
"324",2007-02-01 05:23:00,0.33,0.116,240.95,1.4,0,0,0
"325",2007-02-01 05:24:00,0.328,0.12,241.43,1.4,0,0,0
"326",2007-02-01 05:25:00,0.328,0.12,241.52,1.4,0,0,0
"327",2007-02-01 05:26:00,0.326,0.12,241.49,1.4,0,0,0
"328",2007-02-01 05:27:00,0.324,0.118,240.89,1.4,0,0,0
"329",2007-02-01 05:28:00,0.322,0.118,240.91,1.4,0,0,0
"330",2007-02-01 05:29:00,0.322,0.122,241.85,1.4,0,0,0
"331",2007-02-01 05:30:00,0.32,0.118,241.11,1.4,0,0,0
"332",2007-02-01 05:31:00,0.318,0.118,240.93,1.4,0,0,0
"333",2007-02-01 05:32:00,0.318,0.118,240.88,1.4,0,0,0
"334",2007-02-01 05:33:00,0.316,0.116,240.67,1.4,0,0,0
"335",2007-02-01 05:34:00,0.316,0.114,240.34,1.4,0,0,0
"336",2007-02-01 05:35:00,0.27,0.052,240.2,1.2,0,0,0
"337",2007-02-01 05:36:00,0.222,0,240.62,1,0,0,0
"338",2007-02-01 05:37:00,1.138,0,240.1,5,0,0,13
"339",2007-02-01 05:38:00,1.32,0,239.79,5.4,0,0,19
"340",2007-02-01 05:39:00,1.302,0,239.36,5.4,0,0,18
"341",2007-02-01 05:40:00,1.29,0,239.25,5.4,0,0,17
"342",2007-02-01 05:41:00,1.278,0,238.56,5.2,0,0,18
"343",2007-02-01 05:42:00,1.276,0,238.61,5.2,0,0,18
"344",2007-02-01 05:43:00,1.282,0,239.31,5.2,0,0,17
"345",2007-02-01 05:44:00,1.284,0,239.56,5.2,0,0,18
"346",2007-02-01 05:45:00,1.29,0,240.29,5.2,0,0,18
"347",2007-02-01 05:46:00,1.29,0,240.3,5.2,0,0,17
"348",2007-02-01 05:47:00,1.336,0,239.67,5.6,0,0,18
"349",2007-02-01 05:48:00,1.354,0.072,239.52,5.6,0,0,18
"350",2007-02-01 05:49:00,1.35,0.072,239.02,5.6,0,0,17
"351",2007-02-01 05:50:00,1.34,0.068,238.15,5.6,0,0,18
"352",2007-02-01 05:51:00,1.342,0.068,238.35,5.6,0,0,17
"353",2007-02-01 05:52:00,1.336,0.068,237.97,5.6,0,0,17
"354",2007-02-01 05:53:00,1.34,0.07,238.56,5.6,0,0,18
"355",2007-02-01 05:54:00,1.342,0.07,238.9,5.6,0,0,17
"356",2007-02-01 05:55:00,1.34,0.07,238.84,5.6,0,0,18
"357",2007-02-01 05:56:00,1.302,0,238.71,5.4,0,0,17
"358",2007-02-01 05:57:00,1.278,0,239.31,5.2,0,0,18
"359",2007-02-01 05:58:00,1.284,0,239.91,5.2,0,0,17
"360",2007-02-01 05:59:00,1.286,0,239.84,5.2,0,0,18
"361",2007-02-01 06:00:00,1.282,0,239.02,5.2,0,0,18
"362",2007-02-01 06:01:00,1.294,0,240.31,5.4,0,0,17
"363",2007-02-01 06:02:00,1.346,0,240.22,5.6,0,0,18
"364",2007-02-01 06:03:00,1.404,0.104,240.29,5.8,0,0,18
"365",2007-02-01 06:04:00,1.41,0.108,241.27,5.8,0,0,17
"366",2007-02-01 06:05:00,1.424,0.116,242.85,5.8,0,0,19
"367",2007-02-01 06:06:00,1.424,0.118,243.01,5.8,0,0,18
"368",2007-02-01 06:07:00,1.422,0.118,242.53,5.8,0,0,18
"369",2007-02-01 06:08:00,1.49,0.132,241.97,6.2,0,0,18
"370",2007-02-01 06:09:00,1.494,0.13,241.65,6.2,0,0,18
"371",2007-02-01 06:10:00,1.488,0.128,241.33,6.2,0,0,17
"372",2007-02-01 06:11:00,1.484,0.128,241,6.2,0,0,18
"373",2007-02-01 06:12:00,1.476,0.126,240.54,6,0,0,18
"374",2007-02-01 06:13:00,1.47,0.122,240.32,6,0,0,18
"375",2007-02-01 06:14:00,0.858,0.112,241.16,4,0,0,6
"376",2007-02-01 06:15:00,0.558,0.118,241.86,2.4,0,0,0
"377",2007-02-01 06:16:00,0.58,0.128,242.53,2.4,0,0,0
"378",2007-02-01 06:17:00,0.552,0.112,243.11,2.2,0,1,0
"379",2007-02-01 06:18:00,0.548,0.11,242.63,2.2,0,2,0
"380",2007-02-01 06:19:00,0.502,0.11,242.76,2,0,1,0
"381",2007-02-01 06:20:00,0.49,0.114,243.23,2,0,1,0
